taxratearea_city,rollyear,usecodedescchar1,effectiveyearbuilt,roll_totalvalue,center_lat,center_lon
INGLEWOOD,2006,Residential,1942,504900,33.95912194,-118.3592459
INGLEWOOD,2006,Residential,1942,515000,33.9519827,-118.3664831
INGLEWOOD,2006,Residential,1942,550000,33.97912258,-118.3617146
INGLEWOOD,2006,Residential,1942,663000,33.96258819,-118.3266742
INGLEWOOD,2006,Residential,1942,668100,33.97882503,-118.3563764
INGLEWOOD,2006,Residential,1942,680000,33.97216038,-118.360635
INGLEWOOD,2006,Residential,1942,826453,33.96308013,-118.3482113
INGLEWOOD,2006,Residential,1942,853128,33.93551664,-118.340032
INGLEWOOD,2006,Commercial,1942,1030000,33.96197273,-118.3591791
INGLEWOOD,2006,Commercial,1942,1463700,33.96202226,-118.3529229
INGLEWOOD,2006,Residential,1943,25016,33.97110241,-118.3695766
INGLEWOOD,2006,Residential,1943,33690,33.93510937,-118.3321049
INGLEWOOD,2006,Residential,1943,39077,33.94673571,-118.3239712
INGLEWOOD,2006,Residential,1943,39431,33.96455043,-118.3199408
INGLEWOOD,2006,Residential,1943,39973,33.94586955,-118.3250573
INGLEWOOD,2006,Residential,1943,40693,33.95139039,-118.3552552
INGLEWOOD,2006,Residential,1943,40867,33.95720251,-118.3294885
INGLEWOOD,2006,Residential,1943,41584,33.94879763,-118.3256812
INGLEWOOD,2006,Residential,1943,42667,33.92872087,-118.333323
INGLEWOOD,2006,Residential,1943,43024,33.9491988,-118.3639547
INGLEWOOD,2006,Residential,1943,43199,33.96262665,-118.3193961
INGLEWOOD,2006,Residential,1943,43740,33.96181721,-118.3248567
INGLEWOOD,2006,Residential,1943,44813,33.94786332,-118.3643205
INGLEWOOD,2006,Residential,1943,45173,33.94875375,-118.3185046
INGLEWOOD,2006,Residential,1943,45175,33.95410854,-118.3261332
INGLEWOOD,2006,Residential,1943,45894,33.94866023,-118.325681
INGLEWOOD,2006,Residential,1943,45970,33.95240676,-118.3461856
INGLEWOOD,2006,Residential,1943,46075,33.96243719,-118.3319952
INGLEWOOD,2006,Residential,1943,46250,33.95218166,-118.3224356
INGLEWOOD,2006,Residential,1943,46613,33.95428167,-118.3261336
INGLEWOOD,2006,Residential,1943,47506,33.95896989,-118.355292
INGLEWOOD,2006,Residential,1943,47690,33.96258651,-118.3244889
INGLEWOOD,2006,Residential,1943,48944,33.97969225,-118.3629343
INGLEWOOD,2006,Residential,1943,49838,33.9588553,-118.3235514
INGLEWOOD,2006,Residential,1943,49920,33.9638696,-118.3296041
INGLEWOOD,2006,Residential,1943,50146,33.95720906,-118.3257176
INGLEWOOD,2006,Residential,1943,50916,33.95514619,-118.3224478
INGLEWOOD,2006,Residential,1943,50920,33.98097352,-118.3619048
INGLEWOOD,2006,Residential,1943,51377,33.93358946,-118.3360279
INGLEWOOD,2006,Residential,1943,51453,33.96837673,-118.3342077
INGLEWOOD,2006,Residential,1943,51631,33.94922626,-118.3632706
INGLEWOOD,2006,Residential,1943,53395,33.96844018,-118.3226309
INGLEWOOD,2006,Residential,1943,54089,33.95030501,-118.3206813
INGLEWOOD,2006,Residential,1943,54976,33.97765862,-118.33846
INGLEWOOD,2006,Residential,1943,55042,33.95013108,-118.3195937
INGLEWOOD,2006,Residential,1943,55043,33.96425656,-118.3318214
INGLEWOOD,2006,Residential,1943,55541,33.94961276,-118.3213239
INGLEWOOD,2006,Residential,1943,55596,33.96617942,-118.3229595
INGLEWOOD,2006,Residential,1943,55757,33.95358224,-118.3202412
INGLEWOOD,2006,Residential,1943,55940,33.95132765,-118.3546035
INGLEWOOD,2006,Residential,1943,56122,33.96699076,-118.3249718
INGLEWOOD,2006,Residential,1943,56221,33.9567929,-118.3224506
INGLEWOOD,2006,Residential,1943,56485,33.96516539,-118.3321778
INGLEWOOD,2006,Residential,1943,57631,33.96975908,-118.3454001
INGLEWOOD,2006,Residential,1943,58450,33.96899341,-118.3350144
INGLEWOOD,2006,Residential,1943,59107,33.95075024,-118.3611286
INGLEWOOD,2006,Residential,1943,59140,33.96106109,-118.3678539
INGLEWOOD,2006,Residential,1943,59355,33.97817298,-118.3612903
INGLEWOOD,2006,Residential,1943,59399,33.96291287,-118.3223048
INGLEWOOD,2006,Residential,1943,59685,33.95858051,-118.323551
INGLEWOOD,2006,Residential,1943,60246,33.94609519,-118.3658033
INGLEWOOD,2006,Residential,1943,61143,33.95066036,-118.3633143
INGLEWOOD,2006,Residential,1943,62041,33.96106284,-118.367666
INGLEWOOD,2006,Residential,1943,62369,33.93317355,-118.3412149
INGLEWOOD,2006,Residential,1943,63765,33.95532385,-118.3261356
INGLEWOOD,2006,Residential,1943,64171,33.98028993,-118.3458507
INGLEWOOD,2006,Residential,1943,64943,33.94852282,-118.3256807
INGLEWOOD,2006,Residential,1943,65625,33.97023568,-118.325628
INGLEWOOD,2006,Residential,1943,65854,33.94755896,-118.3224325
INGLEWOOD,2006,Residential,1943,66012,33.94802427,-118.3572921
INGLEWOOD,2006,Residential,1943,67589,33.94810891,-118.3228858
INGLEWOOD,2006,Residential,1943,68319,33.95754021,-118.3557714
INGLEWOOD,2006,Residential,1943,68892,33.93456013,-118.3308678
INGLEWOOD,2006,Residential,1943,69682,33.93524161,-118.3396288
INGLEWOOD,2006,Residential,1943,70608,33.96181361,-118.3226455
INGLEWOOD,2006,Residential,1943,71735,33.95587173,-118.3559895
INGLEWOOD,2006,Residential,1943,72554,33.94604734,-118.3534617
INGLEWOOD,2006,Residential,1943,73703,33.96479176,-118.3332568
INGLEWOOD,2006,Residential,1943,75839,33.96104792,-118.3319911
INGLEWOOD,2006,Residential,1943,78580,33.95755637,-118.3180835
INGLEWOOD,2006,Residential,1943,81014,33.97733859,-118.3624308
INGLEWOOD,2006,Residential,1943,81123,33.95393543,-118.3261327
INGLEWOOD,2006,Commercial,1943,81599,33.97673296,-118.3355395
INGLEWOOD,2006,Residential,1943,81679,33.9815065,-118.3614106
INGLEWOOD,2006,Residential,1943,81881,33.96116895,-118.3319044
INGLEWOOD,2006,Residential,1943,83419,33.96784778,-118.356405
INGLEWOOD,2006,Residential,1943,85331,33.9574783,-118.3279753
INGLEWOOD,2006,Residential,1943,87111,33.96062486,-118.3634074
INGLEWOOD,2006,Residential,1943,87181,33.95479652,-118.3224471
INGLEWOOD,2006,Residential,1943,98265,33.97749534,-118.3643166
INGLEWOOD,2006,Residential,1943,98426,33.95816904,-118.3239956
INGLEWOOD,2006,Residential,1943,102568,33.95514908,-118.3246331
INGLEWOOD,2006,Residential,1943,108726,33.96426435,-118.3272905
INGLEWOOD,2006,Residential,1943,113715,33.96136411,-118.3250336
INGLEWOOD,2006,Residential,1943,116395,33.95818119,-118.3195995
INGLEWOOD,2006,Residential,1943,118148,33.96479363,-118.3318446
INGLEWOOD,2006,Residential,1943,118555,33.9657004,-118.3327043
INGLEWOOD,2006,Residential,1943,122642,33.94978726,-118.3649381
INGLEWOOD,2006,Residential,1943,123847,33.93606571,-118.3414835
INGLEWOOD,2006,Residential,1943,124004,33.948667,-118.3552523
INGLEWOOD,2006,Residential,1943,125306,33.9646645,-118.3254721
INGLEWOOD,2006,Residential,1943,125815,33.95584321,-118.3261364
INGLEWOOD,2006,Residential,1943,127167,33.97534611,-118.3591651
INGLEWOOD,2006,Residential,1943,127635,33.97606705,-118.3400971
INGLEWOOD,2006,Residential,1943,131423,33.95206057,-118.3224353
INGLEWOOD,2006,Residential,1943,131696,33.93317782,-118.3344075
INGLEWOOD,2006,Residential,1943,134769,33.95461798,-118.3180646
INGLEWOOD,2006,Residential,1943,134908,33.9507503,-118.3608929
INGLEWOOD,2006,Residential,1943,136001,33.95497599,-118.3261352
INGLEWOOD,2006,Residential,1943,137460,33.96880001,-118.3259611
INGLEWOOD,2006,Residential,1943,137870,33.95524859,-118.3642791
INGLEWOOD,2006,Commercial,1943,137925,33.96239091,-118.3523679
INGLEWOOD,2006,Residential,1943,140096,33.98019689,-118.3662494
INGLEWOOD,2006,Residential,1943,142739,33.9799913,-118.3359798
INGLEWOOD,2006,Commercial,1943,143075,33.96025459,-118.3227766
INGLEWOOD,2006,Residential,1943,144993,33.94659768,-118.3250588
INGLEWOOD,2006,Residential,1943,146579,33.96387985,-118.3350169
INGLEWOOD,2006,Residential,1943,146823,33.94646186,-118.3256771
INGLEWOOD,2006,Residential,1943,147642,33.96791672,-118.3185808
INGLEWOOD,2006,Residential,1943,148352,33.95789,-118.3279777
INGLEWOOD,2006,Residential,1943,149157,33.96970482,-118.324805
INGLEWOOD,2006,Residential,1943,150253,33.97248427,-118.3343421
INGLEWOOD,2006,Residential,1943,155316,33.94933315,-118.3576981
INGLEWOOD,2006,Residential,1943,156102,33.95295635,-118.3667037
INGLEWOOD,2006,Residential,1943,156745,33.9499248,-118.3643766
INGLEWOOD,2006,Residential,1943,157506,33.9355162,-118.3372157
INGLEWOOD,2006,Residential,1943,157733,33.94602069,-118.3250577
INGLEWOOD,2006,Residential,1943,159218,33.97627701,-118.3363389
INGLEWOOD,2006,Residential,1943,160886,33.94746513,-118.3669562
INGLEWOOD,2006,Residential,1943,160886,33.95117885,-118.3540711
INGLEWOOD,2006,Residential,1943,161341,33.96880909,-118.3224651
INGLEWOOD,2006,Residential,1943,162406,33.94601411,-118.3228821
INGLEWOOD,2006,Residential,1943,164624,33.95213434,-118.3588426
INGLEWOOD,2006,Residential,1943,165704,33.94219711,-118.3534822
INGLEWOOD,2006,Residential,1943,166497,33.93648784,-118.3313161
INGLEWOOD,2006,Residential,1943,166845,33.96661692,-118.3293442
INGLEWOOD,2006,Residential,1943,166846,33.94825691,-118.3633859
INGLEWOOD,2006,Residential,1943,167946,33.98150125,-118.3631258
INGLEWOOD,2006,Residential,1943,168060,33.9273516,-118.3338162
INGLEWOOD,2006,Residential,1943,170060,33.95720351,-118.3279747
INGLEWOOD,2006,Residential,1943,172071,33.94824669,-118.3235287
INGLEWOOD,2006,Residential,1943,172073,33.95548718,-118.3180649
INGLEWOOD,2006,Commercial,1943,172959,33.96072191,-118.3268699
INGLEWOOD,2006,Residential,1943,173006,33.97814757,-118.3661827
INGLEWOOD,2006,Residential,1943,174276,33.94923757,-118.3649376
INGLEWOOD,2006,Residential,1943,175315,33.9557459,-118.3509956
INGLEWOOD,2006,Residential,1943,176414,33.95734319,-118.3229067
INGLEWOOD,2006,Commercial,1943,178721,33.95967991,-118.3240801
INGLEWOOD,2006,Residential,1943,178986,33.95037865,-118.3622826
INGLEWOOD,2006,Residential,1943,181251,33.94800166,-118.3643289
INGLEWOOD,2006,Residential,1943,185309,33.96136138,-118.3233072
INGLEWOOD,2006,Residential,1943,185781,33.9796938,-118.3607724
INGLEWOOD,2006,Residential,1943,186008,33.9505198,-118.3594196
INGLEWOOD,2006,Residential,1943,186944,33.94769772,-118.3250612
INGLEWOOD,2006,Residential,1943,187336,33.9587179,-118.3235512
INGLEWOOD,2006,Residential,1943,187673,33.94923164,-118.3546184
INGLEWOOD,2006,Residential,1943,189497,33.94825665,-118.3630064
INGLEWOOD,2006,Residential,1943,190487,33.97376699,-118.3687306
INGLEWOOD,2006,Residential,1943,190506,33.96023319,-118.3604414
INGLEWOOD,2006,Residential,1943,190506,33.95215981,-118.3552558
INGLEWOOD,2006,Residential,1943,190616,33.96466425,-118.325637
INGLEWOOD,2006,Residential,1943,190980,33.95738607,-118.320243
INGLEWOOD,2006,Residential,1943,191369,33.93263511,-118.3284272
INGLEWOOD,2006,Residential,1943,192857,33.94705479,-118.361786
INGLEWOOD,2006,Residential,1943,193065,33.95885142,-118.3284171
INGLEWOOD,2006,Residential,1943,194670,33.95601633,-118.3261366
INGLEWOOD,2006,Residential,1943,195667,33.93359227,-118.3338356
INGLEWOOD,2006,Residential,1943,196472,33.97857065,-118.3511522
INGLEWOOD,2006,Residential,1943,197973,33.94336356,-118.3506437
INGLEWOOD,2006,Residential,1943,199023,33.96987999,-118.3454001
INGLEWOOD,2006,Residential,1943,199090,33.949331,-118.3595627
INGLEWOOD,2006,Commercial,1943,199756,33.96061107,-118.3268687
INGLEWOOD,2006,Residential,1943,200234,33.96514418,-118.3261296
INGLEWOOD,2006,Residential,1943,201364,33.9481389,-118.3643294
INGLEWOOD,2006,Residential,1943,203761,33.957037,-118.3180836
INGLEWOOD,2006,Residential,1943,205208,33.94833822,-118.3639948
INGLEWOOD,2006,Residential,1943,206333,33.9748793,-118.3606435
INGLEWOOD,2006,Residential,1943,206652,33.95515072,-118.3261355
INGLEWOOD,2006,Residential,1943,208076,33.97911027,-118.3630964
INGLEWOOD,2006,Residential,1943,208288,33.96107501,-118.3246853
INGLEWOOD,2006,Residential,1943,208398,33.94586323,-118.3239699
INGLEWOOD,2006,Residential,1943,209143,33.9664646,-118.3342075
INGLEWOOD,2006,Residential,1943,209822,33.9778183,-118.3607942
INGLEWOOD,2006,Residential,1943,210298,33.94769635,-118.3224327
INGLEWOOD,2006,Residential,1943,210309,33.96425551,-118.3325035
INGLEWOOD,2006,Residential,1943,211101,33.94858205,-118.3206808
INGLEWOOD,2006,Residential,1943,211428,33.95632619,-118.3682472
INGLEWOOD,2006,Residential,1943,211702,33.94963865,-118.363796
INGLEWOOD,2006,Residential,1943,212009,33.95008097,-118.364925
INGLEWOOD,2006,Residential,1943,212731,33.95462791,-118.3261343
INGLEWOOD,2006,Residential,1943,213840,33.94837253,-118.3641597
INGLEWOOD,2006,Residential,1943,216154,33.96062835,-118.3334502
INGLEWOOD,2006,Residential,1943,217690,33.94631141,-118.3598554
INGLEWOOD,2006,Residential,1943,219882,33.97783548,-118.3622219
INGLEWOOD,2006,Residential,1943,220525,33.97103955,-118.333693
INGLEWOOD,2006,Residential,1943,221628,33.96571194,-118.3273137
INGLEWOOD,2006,Residential,1943,221883,33.96206355,-118.3332184
INGLEWOOD,2006,Residential,1943,222560,33.9475721,-118.3497117
INGLEWOOD,2006,Residential,1943,224727,33.96062727,-118.3347692
INGLEWOOD,2006,Residential,1943,225715,33.95102231,-118.3638114
INGLEWOOD,2006,Residential,1943,227011,33.93469015,-118.3396279
INGLEWOOD,2006,Residential,1943,228092,33.94837141,-118.364494
INGLEWOOD,2006,Residential,1943,228887,33.96676293,-118.3697533
INGLEWOOD,2006,Residential,1943,229748,33.95146299,-118.3546037
INGLEWOOD,2006,Residential,1943,230559,33.96685538,-118.349247
INGLEWOOD,2006,Residential,1943,231396,33.98012449,-118.3548375
INGLEWOOD,2006,Commercial,1943,232000,33.93716525,-118.3435672
INGLEWOOD,2006,Residential,1943,236182,33.95445478,-118.326134
INGLEWOOD,2006,Residential,1943,238924,33.937994,-118.338383
INGLEWOOD,2006,Residential,1943,239262,33.97436351,-118.3484018
INGLEWOOD,2006,Residential,1943,240780,33.94825884,-118.3620172
INGLEWOOD,2006,Residential,1943,242273,33.98071317,-118.3569184
INGLEWOOD,2006,Residential,1943,243568,33.95427213,-118.3185099
INGLEWOOD,2006,Residential,1943,244166,33.97893102,-118.3478193
INGLEWOOD,2006,Residential,1943,245851,33.95738325,-118.3180835
INGLEWOOD,2006,Residential,1943,247719,33.96425403,-118.3334912
INGLEWOOD,2006,Residential,1943,247997,33.95665293,-118.3294872
INGLEWOOD,2006,Residential,1943,249049,33.96148714,-118.31921
INGLEWOOD,2006,Residential,1943,251069,33.95549697,-118.3261358
INGLEWOOD,2006,Residential,1943,252322,33.96243787,-118.3314835
INGLEWOOD,2006,Residential,1943,253493,33.96432036,-118.3258036
INGLEWOOD,2006,Residential,1943,253630,33.95889872,-118.346288
INGLEWOOD,2006,Residential,1943,255259,33.9639884,-118.329748
INGLEWOOD,2006,Residential,1943,257279,33.9482758,-118.364936
INGLEWOOD,2006,Residential,1943,264298,33.96233698,-118.3570169
INGLEWOOD,2006,Residential,1943,264319,33.95099749,-118.3206816
INGLEWOOD,2006,Residential,1943,265309,33.95572592,-118.3541524
INGLEWOOD,2006,Residential,1943,266835,33.94858086,-118.3191475
INGLEWOOD,2006,Residential,1943,272331,33.98149673,-118.3647161
INGLEWOOD,2006,Residential,1943,278732,33.96543292,-118.3261287
INGLEWOOD,2006,Residential,1943,279981,33.9625845,-118.3236313
INGLEWOOD,2006,Residential,1943,282202,33.95060945,-118.3609736
INGLEWOOD,2006,Residential,1943,283374,33.94922661,-118.362776
INGLEWOOD,2006,Residential,1943,283863,33.95448541,-118.3662156
INGLEWOOD,2006,Residential,1943,286468,33.95151605,-118.3195948
INGLEWOOD,2006,Residential,1943,296747,33.94884259,-118.3628418
INGLEWOOD,2006,Residential,1943,296960,33.94687952,-118.3540929
INGLEWOOD,2006,Residential,1943,297376,33.96010564,-118.3653857
INGLEWOOD,2006,Residential,1943,299330,33.96921475,-118.3497314
INGLEWOOD,2006,Residential,1943,300919,33.98006394,-118.3628792
INGLEWOOD,2006,Residential,1943,307346,33.96789885,-118.326295
INGLEWOOD,2006,Residential,1943,312120,33.95295546,-118.3674852
INGLEWOOD,2006,Residential,1943,315655,33.95119231,-118.3546034
INGLEWOOD,2006,Residential,1943,317944,33.97024221,-118.3231204
INGLEWOOD,2006,Residential,1943,319004,33.95004194,-118.354619
INGLEWOOD,2006,Residential,1943,324360,33.93221785,-118.3311837
INGLEWOOD,2006,Residential,1943,335115,33.97985588,-118.3661228
INGLEWOOD,2006,Residential,1943,349740,33.95171074,-118.3540717
INGLEWOOD,2006,Residential,1943,357000,33.96414683,-118.32674
INGLEWOOD,2006,Commercial,1943,357000,33.95968071,-118.3247396
INGLEWOOD,2006,Residential,1943,357650,33.951052,-118.3546026
INGLEWOOD,2006,Residential,1943,360338,33.95186899,-118.3546041
INGLEWOOD,2006,Residential,1943,361538,33.93024718,-118.3341449
INGLEWOOD,2006,Residential,1943,362100,33.98063234,-118.3382046
INGLEWOOD,2006,Residential,1943,362578,33.96297178,-118.3335499
INGLEWOOD,2006,Residential,1943,367200,33.93248147,-118.3301283
INGLEWOOD,2006,Residential,1943,367200,33.93220991,-118.3375133
INGLEWOOD,2006,Residential,1943,368341,33.95215416,-118.3594217
INGLEWOOD,2006,Residential,1943,370936,33.95200501,-118.3546042
INGLEWOOD,2006,Residential,1943,373513,33.95173365,-118.3546039
INGLEWOOD,2006,Residential,1943,382500,33.95131177,-118.3540717
INGLEWOOD,2006,Residential,1943,397800,33.95128047,-118.3552551
INGLEWOOD,2006,Residential,1943,397800,33.94631603,-118.3250582
INGLEWOOD,2006,Residential,1943,400000,33.93648479,-118.3336898
INGLEWOOD,2006,Residential,1943,400350,33.94714886,-118.3256784
INGLEWOOD,2006,Residential,1943,408000,33.98015637,-118.3398421
INGLEWOOD,2006,Residential,1943,410000,33.98006413,-118.3376101
INGLEWOOD,2006,Residential,1943,415119,33.94850749,-118.3577344
INGLEWOOD,2006,Residential,1943,418200,33.96114494,-118.3641787
INGLEWOOD,2006,Residential,1943,440000,33.94835694,-118.3636669
INGLEWOOD,2006,Residential,1943,450000,33.94922688,-118.3626111
INGLEWOOD,2006,Residential,1943,459000,33.94978422,-118.3185052
INGLEWOOD,2006,Residential,1943,459000,33.95220961,-118.3217785
INGLEWOOD,2006,Residential,1943,459560,33.96436368,-118.3301381
INGLEWOOD,2006,Residential,1943,475000,33.97017038,-118.3447682
INGLEWOOD,2006,Residential,1943,476000,33.94728551,-118.324615
INGLEWOOD,2006,Residential,1943,479624,33.95159832,-118.3546038
INGLEWOOD,2006,Residential,1943,480000,33.96886048,-118.3350148
INGLEWOOD,2006,Residential,1943,483786,33.96324022,-118.3350171
INGLEWOOD,2006,Residential,1943,494700,33.96698601,-118.3283595
INGLEWOOD,2006,Residential,1943,504900,33.95104596,-118.3540719
INGLEWOOD,2006,Residential,1943,539500,33.9710175,-118.3346967
INGLEWOOD,2006,Residential,1943,560000,33.94884232,-118.3630066
INGLEWOOD,2006,Commercial,1943,568738,33.95615887,-118.3526104
INGLEWOOD,2006,Residential,1943,581400,33.98149829,-118.3642016
INGLEWOOD,2006,Residential,1943,585000,33.95144487,-118.3540716
INGLEWOOD,2006,Residential,1943,585000,33.95184384,-118.3540715
INGLEWOOD,2006,Residential,1943,600000,33.97023697,-118.3500778
INGLEWOOD,2006,Residential,1943,659000,33.9548011,-118.3261346
INGLEWOOD,2006,Residential,1943,934138,33.95719668,-118.3581298
INGLEWOOD,2006,Residential,1944,26876,33.94310825,-118.3501932
INGLEWOOD,2006,Residential,1944,34589,33.93318047,-118.3323689
INGLEWOOD,2006,Residential,1944,36904,33.93222018,-118.3292057
INGLEWOOD,2006,Residential,1944,41586,33.95203504,-118.3191498
INGLEWOOD,2006,Residential,1944,43557,33.97938443,-118.3671086
INGLEWOOD,2006,Residential,1944,43557,33.96311011,-118.3210327
INGLEWOOD,2006,Residential,1944,43742,33.97997356,-118.367535
INGLEWOOD,2006,Residential,1944,44273,33.95747157,-118.3217869
INGLEWOOD,2006,Residential,1944,44454,33.94771668,-118.3213236
INGLEWOOD,2006,Residential,1944,44820,33.9458642,-118.3256765
INGLEWOOD,2006,Residential,1944,44995,33.97792118,-118.3694387
INGLEWOOD,2006,Residential,1944,46248,33.97870093,-118.3688513
INGLEWOOD,2006,Residential,1944,46791,33.96210357,-118.3234687
INGLEWOOD,2006,Residential,1944,46966,33.95669488,-118.3213317
INGLEWOOD,2006,Residential,1944,46971,33.97945266,-118.3679292
INGLEWOOD,2006,Residential,1944,47862,33.94865926,-118.3239749
INGLEWOOD,2006,Commercial,1944,47899,33.9803958,-118.3381451
INGLEWOOD,2006,Residential,1944,48040,33.95899269,-118.3235517
INGLEWOOD,2006,Residential,1944,48222,33.96098739,-118.3469607
INGLEWOOD,2006,Residential,1944,48571,33.94991516,-118.3598527
INGLEWOOD,2006,Residential,1944,49478,33.95830571,-118.3235505
INGLEWOOD,2006,Residential,1944,49485,33.98096988,-118.3631582
INGLEWOOD,2006,Residential,1944,49806,33.93318217,-118.3310502
INGLEWOOD,2006,Residential,1944,49838,33.95705937,-118.3217871
INGLEWOOD,2006,Residential,1944,50018,33.95444635,-118.3191542
INGLEWOOD,2006,Residential,1944,50738,33.9778393,-118.3684541
INGLEWOOD,2006,Residential,1944,51599,33.96618279,-118.3207325
INGLEWOOD,2006,Residential,1944,51814,33.9345515,-118.3411149
INGLEWOOD,2006,Residential,1944,51995,33.96479284,-118.332512
INGLEWOOD,2006,Residential,1944,52257,33.95898747,-118.3290537
INGLEWOOD,2006,Residential,1944,52732,33.93365392,-118.3391816
INGLEWOOD,2006,Residential,1944,53067,33.94702423,-118.3217755
INGLEWOOD,2006,Residential,1944,53788,33.97734916,-118.3555356
INGLEWOOD,2006,Residential,1944,55224,33.98149621,-118.3648876
INGLEWOOD,2006,Residential,1944,55584,33.94806296,-118.3217762
INGLEWOOD,2006,Residential,1944,57436,33.94728624,-118.3256786
INGLEWOOD,2006,Residential,1944,57739,33.96516311,-118.3332153
INGLEWOOD,2006,Residential,1944,58424,33.97904948,-118.3565348
INGLEWOOD,2006,Residential,1944,58807,33.96206152,-118.3345395
INGLEWOOD,2006,Residential,1944,59383,33.96664979,-118.3207587
INGLEWOOD,2006,Residential,1944,59635,33.98148369,-118.3469851
INGLEWOOD,2006,Residential,1944,61141,33.94875517,-118.3206808
INGLEWOOD,2006,Commercial,1944,61325,33.95296573,-118.361807
INGLEWOOD,2006,Residential,1944,62219,33.96483169,-118.3312211
INGLEWOOD,2006,Residential,1944,62428,33.97730796,-118.3604858
INGLEWOOD,2006,Residential,1944,62519,33.95374432,-118.367541
INGLEWOOD,2006,Residential,1944,63032,33.96297363,-118.3325057
INGLEWOOD,2006,Residential,1944,65498,33.95288975,-118.3202402
INGLEWOOD,2006,Residential,1944,67220,33.94850632,-118.3583408
INGLEWOOD,2006,Residential,1944,68926,33.97761187,-118.3508094
INGLEWOOD,2006,Residential,1944,70320,33.97908354,-118.3674762
INGLEWOOD,2006,Residential,1944,70430,33.95835579,-118.3206877
INGLEWOOD,2006,Residential,1944,76119,33.92775627,-118.3348052
INGLEWOOD,2006,Residential,1944,77090,33.96518431,-118.3180684
INGLEWOOD,2006,Residential,1944,77466,33.95030359,-118.3185057
INGLEWOOD,2006,Residential,1944,83515,33.94840853,-118.3202356
INGLEWOOD,2006,Residential,1944,86308,33.98150237,-118.3627827
INGLEWOOD,2006,Residential,1944,86787,33.97103794,-118.334485
INGLEWOOD,2006,Residential,1944,87817,33.98065037,-118.3548524
INGLEWOOD,2006,Residential,1944,89693,33.9775813,-118.3541502
INGLEWOOD,2006,Residential,1944,97773,33.95816958,-118.3246385
INGLEWOOD,2006,Residential,1944,97878,33.95358893,-118.3257174
INGLEWOOD,2006,Residential,1944,98005,33.97760889,-118.3511392
INGLEWOOD,2006,Residential,1944,98872,33.97587696,-118.3400965
INGLEWOOD,2006,Residential,1944,100578,33.98088321,-118.353488
INGLEWOOD,2006,Residential,1944,101039,33.94341866,-118.3399258
INGLEWOOD,2006,Residential,1944,101816,33.96701339,-118.3210892
INGLEWOOD,2006,Residential,1944,109989,33.97656991,-118.3406119
INGLEWOOD,2006,Residential,1944,115132,33.96107192,-118.3228138
INGLEWOOD,2006,Residential,1944,115245,33.93221983,-118.3294695
INGLEWOOD,2006,Residential,1944,115548,33.94967399,-118.3643209
INGLEWOOD,2006,Residential,1944,118235,33.95244578,-118.3608819
INGLEWOOD,2006,Residential,1944,119037,33.93799366,-118.338622
INGLEWOOD,2006,Residential,1944,120072,33.95937933,-118.3191542
INGLEWOOD,2006,Residential,1944,120988,33.96107525,-118.32486
INGLEWOOD,2006,Residential,1944,124006,33.9326352,-118.3281306
INGLEWOOD,2006,Residential,1944,124819,33.93456118,-118.3295981
INGLEWOOD,2006,Residential,1944,126801,33.94594288,-118.348976
INGLEWOOD,2006,Residential,1944,128565,33.93717162,-118.3351154
INGLEWOOD,2006,Residential,1944,131096,33.94646424,-118.358784
INGLEWOOD,2006,Residential,1944,132022,33.93359569,-118.3309179
INGLEWOOD,2006,Residential,1944,133850,33.9505689,-118.3638111
INGLEWOOD,2006,Residential,1944,134004,33.96344352,-118.3212704
INGLEWOOD,2006,Residential,1944,135517,33.9791086,-118.3490092
INGLEWOOD,2006,Residential,1944,135951,33.97943261,-118.3415279
INGLEWOOD,2006,Residential,1944,138096,33.96060544,-118.3231459
INGLEWOOD,2006,Residential,1944,138420,33.9335917,-118.3341212
INGLEWOOD,2006,Residential,1944,139876,33.94687406,-118.3256777
INGLEWOOD,2006,Residential,1944,140169,33.95922139,-118.3206876
INGLEWOOD,2006,Residential,1944,144069,33.9331803,-118.3325007
INGLEWOOD,2006,Residential,1944,144999,33.95686142,-118.3492181
INGLEWOOD,2006,Residential,1944,145342,33.9791654,-118.368461
INGLEWOOD,2006,Residential,1944,146647,33.93456094,-118.3301252
INGLEWOOD,2006,Residential,1944,147149,33.93317809,-118.3341218
INGLEWOOD,2006,Residential,1944,150819,33.9379952,-118.3375175
INGLEWOOD,2006,Residential,1944,151891,33.98056723,-118.3379188
INGLEWOOD,2006,Residential,1944,151891,33.98054068,-118.3380469
INGLEWOOD,2006,Residential,1944,154446,33.97833148,-118.3683951
INGLEWOOD,2006,Residential,1944,155881,33.95632785,-118.36721
INGLEWOOD,2006,Residential,1944,159359,33.97971681,-118.3643151
INGLEWOOD,2006,Residential,1944,161086,33.97719593,-118.337539
INGLEWOOD,2006,Residential,1944,162024,33.93999521,-118.339585
INGLEWOOD,2006,Residential,1944,164774,33.98061697,-118.3376119
INGLEWOOD,2006,Residential,1944,165917,33.97867332,-118.3685198
INGLEWOOD,2006,Residential,1944,168292,33.97778483,-118.3677977
INGLEWOOD,2006,Residential,1944,171424,33.9802886,-118.3689056
INGLEWOOD,2006,Residential,1944,172072,33.94566577,-118.3217748
INGLEWOOD,2006,Residential,1944,175004,33.95125101,-118.35663
INGLEWOOD,2006,Residential,1944,175068,33.98137528,-118.3557824
